team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Mexico,A,CONCACAF,15,Javier Aguirre,"Quarter-finals (1970,1986)",No,304e206d-fd9a-40f2-9177-19018667884a,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
South Africa,A,CAF,60,Hugo Broos,"Group stage (1998,2002,2010)",No,618ef322-f0e4-4691-8a74-e3001b74343a,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
South Korea,A,AFC,25,Hong Myung-bo,Semi-finals (2002),No,b221413b-e52c-4f78-b354-d496db179b5a,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Czechia,A,UEFA,41,Ivan Hasek,"Runner-up (1934,1962)",No,78ee8e62-223d-4de1-aeef-3c3e194ec24c,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Canada,B,CONCACAF,30,Jesse Marsch,"Group stage (1986,2022)",No,a1591547-74d8-438f-bcf9-ddbb8bef80c1,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Switzerland,B,UEFA,19,Murat Yakin,"Quarter-finals (1934,1938,1954)",No,b0d1a6b3-f985-434a-b160-c6c1f9e0d7c3,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Qatar,B,AFC,35,Marquez Lopez,Group stage (2022),No,36211530-079c-47ca-83b0-3b9f741c8d56,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Bosnia and Herzegovina,B,UEFA,52,Sergej Barbarez,Group stage (2014),No,226855dd-8083-4a78-a83a-28c331b94657,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Brazil,C,CONMEBOL,3,Dorival Júnior,"Winners (1958,1962,1970,1994,2002)",No,8f28fe8a-d4a8-4140-a4c5-92bf8892dd44,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Morocco,C,CAF,8,Walid Regragui,Semi-finals (2022),No,c69ab61a-d8ed-4f53-8498-f727d0acfa28,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Haiti,C,CONCACAF,83,Marc Collat,Group stage (1974),No,e5787ae9-9a57-4d4b-92a1-d0b3c4974d1f,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
Scotland,C,UEFA,47,Steve Clarke,Group stage (multiple),No,097c5ebf-c053-40bb-9672-f1ac38b91406,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
USA,D,CONCACAF,16,Mauricio Pochettino,Third place (1930),No,2f364c51-3ffa-4f43-9db0-037f25067fc2,2026-07-21T08:47:19.795135,wc_2026_teams.json,JSON,manual__2026-07-21T08:47:09.179617+00:00
