team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Mexico,A,CONCACAF,15,Javier Aguirre,"Quarter-finals (1970,1986)",No,aa1a9bda-513f-4642-a169-dd6871bbdb7d,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
South Africa,A,CAF,60,Hugo Broos,"Group stage (1998,2002,2010)",No,e1d93239-f6cb-4ed6-9744-99f901a616b0,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
South Korea,A,AFC,25,Hong Myung-bo,Semi-finals (2002),No,10a6ce6d-aafb-40d2-9940-0f8a9797edba,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Czechia,A,UEFA,41,Ivan Hasek,"Runner-up (1934,1962)",No,46e15330-d7fe-44ee-a8a6-8b0d36658680,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Canada,B,CONCACAF,30,Jesse Marsch,"Group stage (1986,2022)",No,b6d1f338-2482-4dbc-b57b-c45ed962f3c7,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Switzerland,B,UEFA,19,Murat Yakin,"Quarter-finals (1934,1938,1954)",No,a3ba4cbe-1014-4670-bee1-0ec4f7614b97,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Qatar,B,AFC,35,Marquez Lopez,Group stage (2022),No,01e321e6-3be0-445b-95d4-213748eeaae1,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Bosnia and Herzegovina,B,UEFA,52,Sergej Barbarez,Group stage (2014),No,8ea9ebc8-8312-4949-9cee-4004b95c2327,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Brazil,C,CONMEBOL,3,Dorival Júnior,"Winners (1958,1962,1970,1994,2002)",No,88f9421a-c3cd-4e17-9ba5-1b78c6f0b4be,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
Morocco,C,CAF,8,Walid Regragui,Semi-finals (2022),No,f3aaf150-9267-40b0-8523-20c09d7aacf3,2026-07-21T09:12:38.584708,wc_2026_teams.json,JSON,manual__2026-07-21T09:12:34.325294+00:00
