year,stage,team1,score1,score2,team2,venue,city,country,date,notes,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1930,Group Stage,France,4,1,Mexico,Estadio Centenario,Montevideo,Uruguay,1930-07-13,First ever WC match,46017983-8b18-4a33-bb78-0abe361552f5,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Group Stage,USA,3,0,Belgium,Estadio Centenario,Montevideo,Uruguay,1930-07-13,nan,b7f5ea3f-097d-4372-a863-3b0ff67e05e4,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Group Stage,Yugoslavia,2,1,Brazil,Estadio Centenario,Montevideo,Uruguay,1930-07-14,nan,37de8c7e-60ba-48dd-926f-18c9e1c4ef3d,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Group Stage,Uruguay,1,0,Peru,Estadio Centenario,Montevideo,Uruguay,1930-07-18,nan,66d015b3-e6da-4c47-8e6a-257344cdcc64,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Group Stage,Argentina,6,3,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,d4384894-49b6-4364-b867-bf58d17e884a,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Semi-final,Uruguay,6,1,Yugoslavia,Estadio Centenario,Montevideo,Uruguay,1930-07-27,nan,bf60df6c-4f5f-4481-999f-c3617133cbca,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Semi-final,Argentina,6,1,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,20904eda-7865-4dd8-9e62-c28d8b1d88f0,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1930,Final,Uruguay,4,2,Argentina,Estadio Centenario,Montevideo,Uruguay,1930-07-30,First WC Final,61862d73-4971-4360-9ae3-9ee19ea01650,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1934,Round of 16,Italy,7,1,USA,PNF Stadium,Rome,Italy,1934-05-27,nan,31e36816-2ede-4629-808d-865ab9a8b2f4,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
1934,Round of 16,Germany,5,2,Belgium,PNF Stadium,Florence,Italy,1934-05-27,nan,06bcf821-1168-4a04-8cc0-792a24f6e126,2026-08-18T10:50:58.719486,wc_all_matches.csv,CSV,manual__2026-08-18T10:50:47.652167+00:00
