year,stage,team1,score1,score2,team2,venue,city,country,date,notes,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1930,Group Stage,France,4,1,Mexico,Estadio Centenario,Montevideo,Uruguay,1930-07-13,First ever WC match,530955c8-fdf0-434e-9b04-9bd0f135a8eb,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Group Stage,USA,3,0,Belgium,Estadio Centenario,Montevideo,Uruguay,1930-07-13,nan,cb23d4c3-5d03-4642-b504-c67d6bc70b1c,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Group Stage,Yugoslavia,2,1,Brazil,Estadio Centenario,Montevideo,Uruguay,1930-07-14,nan,4f38154d-2b31-4835-a5c2-781f1ccf7d97,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Group Stage,Uruguay,1,0,Peru,Estadio Centenario,Montevideo,Uruguay,1930-07-18,nan,5470af0b-b74b-49d5-8d50-302cbd452c1e,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Group Stage,Argentina,6,3,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,f9cd9ead-c040-4427-875f-0a35857c0b55,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Semi-final,Uruguay,6,1,Yugoslavia,Estadio Centenario,Montevideo,Uruguay,1930-07-27,nan,b8f81fda-5079-4bcb-878d-891490b1032e,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Semi-final,Argentina,6,1,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,201550c3-c34c-4993-95cd-ae60fd467431,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1930,Final,Uruguay,4,2,Argentina,Estadio Centenario,Montevideo,Uruguay,1930-07-30,First WC Final,007b2065-0692-418d-bcb9-ff2ef062348e,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,Round of 16,Italy,7,1,USA,PNF Stadium,Rome,Italy,1934-05-27,nan,26255c89-302f-4f88-934d-82985b76f33c,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,Round of 16,Germany,5,2,Belgium,PNF Stadium,Florence,Italy,1934-05-27,nan,a6a9e94b-6a62-4be4-922f-ed55daef7a02,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,Quarter-final,Italy,1,1,Spain,PNF Stadium,Florence,Italy,1934-05-31,AET - replay,e42ca71a-408f-47cd-b8de-07c822290b95,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,Semi-final,Italy,1,0,Austria,San Siro,Milan,Italy,1934-06-03,nan,5d0cdcb2-65e9-401c-98d8-17ca5195223c,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,Semi-final,Germany,3,1,Sweden,Stadio Bentegodi,Bologna,Italy,1934-06-03,nan,fd35dede-f77c-41f0-888e-f6f83e1b428b,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,3rd Place,Germany,3,2,Austria,Stadio Bentegodi,Naples,Italy,1934-06-07,nan,f6747707-afeb-4e6d-a585-994cefc467ad,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1934,Final,Italy,2,1,Czechoslovakia,PNF Stadium,Rome,Italy,1934-06-10,AET,4954daee-2dc2-4843-91b2-647cd3b8d343,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1938,Round of 16,Brazil,6,5,Poland,Stade de la Meinau,Strasbourg,France,1938-06-05,AET - 11 goals!,97c13acf-13b2-42b2-8a9c-3054976b333c,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
1938,Round of 16,Italy,2,1,Norway,Stade de Gerland,Lyon,France,1938-06-05,AET,c96a53ae-f2d6-4db3-b63f-aea0b72337f2,2026-08-18T07:03:02.112690,wc_all_matches.csv,CSV,manual__2026-08-18T07:02:54.321103+00:00
