team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Mexico,A,CONCACAF,15,Javier Aguirre,"Quarter-finals (1970,1986)",No,1c1ff4b7-9393-4388-8bac-f210e18fbddc,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
South Africa,A,CAF,60,Hugo Broos,"Group stage (1998,2002,2010)",No,413a4b3c-1d89-4c46-b0e5-697322aa41b2,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
South Korea,A,AFC,25,Hong Myung-bo,Semi-finals (2002),No,f3c9bbaf-7b22-438e-bcfd-2446014af201,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Czechia,A,UEFA,41,Ivan Hasek,"Runner-up (1934,1962)",No,c15e149a-57ef-46f5-be05-2ec0d3d5265d,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Canada,B,CONCACAF,30,Jesse Marsch,"Group stage (1986,2022)",No,869aa718-4b86-4715-93cf-cd00f5c5c13e,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Switzerland,B,UEFA,19,Murat Yakin,"Quarter-finals (1934,1938,1954)",No,62912ee5-3c3d-4eaa-9b9d-6a89d1c57c66,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Qatar,B,AFC,35,Marquez Lopez,Group stage (2022),No,2a1b70cf-f179-4f96-a0ff-0e8936a141ba,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Bosnia and Herzegovina,B,UEFA,52,Sergej Barbarez,Group stage (2014),No,d9eaf683-81b6-443d-93ff-093fa69ae016,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Brazil,C,CONMEBOL,6,Dorival Júnior,"Winners (1958,1962,1970,1994,2002)",No,cd85d78c-9021-4ee5-9eea-41c92072fabd,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Morocco,C,CAF,8,Walid Regragui,Semi-finals (2022),No,fcbb3160-6927-4151-8925-df0f8a3125b7,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Haiti,C,CONCACAF,83,Marc Collat,Group stage (1974),No,995bc69a-f420-4ce1-99a2-97c166cfe018,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Scotland,C,UEFA,47,Steve Clarke,Group stage (multiple),No,ac6101c0-b9e0-4318-9821-5e2772525491,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
USA,D,CONCACAF,16,Mauricio Pochettino,Third place (1930),No,1956ff72-4487-423d-a96f-f147b2ee96d1,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Paraguay,D,CONMEBOL,64,Gustavo Alfaro,Quarter-finals (2010),No,2c120a90-2bd3-4cfa-9777-77481636d071,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Australia,D,AFC,26,Tony Popovic,"Round of 16 (2006,2022)",No,06a46a1b-63c6-4b30-9501-08987c34f575,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Türkiye,D,UEFA,42,Vincenzo Montella,Third place (2002),No,4d8ddfcc-2fa7-4958-8c84-82b6b345e07a,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Germany,E,UEFA,10,Julian Nagelsmann,"Winners (1954,1974,1990,2014)",No,683341b7-9f30-47e1-9d74-a035778b938a,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Curaçao,E,CONCACAF,81,Dick Advocaat,First appearance,Yes,b7808bde-aa16-4e36-8489-5f69c8d9bce6,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Ivory Coast,E,CAF,33,Emerse Faé,"Group stage (2006,2010,2014)",No,ed9ff62c-fde7-4a64-90ad-7485d7c99eef,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Ecuador,E,CONMEBOL,24,Sebastián Beccacece,Round of 16 (2006),No,a641806d-b667-4154-88a1-4c40f14e6153,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
Netherlands,F,UEFA,7,Ronald Koeman,"Runner-up (1974,1978,2010)",No,69fe1684-be6a-40b4-a089-d6ab62b7b88c,2026-08-18T10:50:58.104001,wc_2026_teams.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
