group,stage,team1,team2,venue,city,country,date,kickoff_et,team1_confederation,team1_fifa_rank,team1_coach,team2_confederation,team2_fifa_rank,team2_coach,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
A,Group Stage,Mexico,South Africa,Estadio Azteca,Mexico City,Mexico,2026-06-11,20:00 ET,CONCACAF,15.0,Javier Aguirre,CAF,60.0,Hugo Broos,f825d4f3-2f17-43dc-b853-0b78c5ce5e83,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
A,Group Stage,South Korea,Czechia,Estadio Akron,Guadalajara,Mexico,2026-06-11,22:00 ET,AFC,25.0,Hong Myung-bo,UEFA,41.0,Ivan Hasek,15a5aa3f-1443-43b9-9ca9-e17f8b28bf49,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
A,Group Stage,South Korea,Mexico,Estadio Akron,Guadalajara,Mexico,2026-06-18,21:00 ET,AFC,25.0,Hong Myung-bo,CONCACAF,15.0,Javier Aguirre,bbde6cb7-c53e-4f67-88b6-a394b9fd0e18,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
A,Group Stage,Czechia,South Africa,Estadio Akron,Guadalajara,Mexico,2026-06-18,18:00 ET,UEFA,41.0,Ivan Hasek,CAF,60.0,Hugo Broos,d05da913-5998-4038-b372-81b89943e0e2,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
A,Group Stage,Czechia,Mexico,Estadio Azteca,Mexico City,Mexico,2026-06-24,21:00 ET,UEFA,41.0,Ivan Hasek,CONCACAF,15.0,Javier Aguirre,ccca2706-8b1c-4ed9-8c4f-f223b05d71f6,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
A,Group Stage,South Africa,South Korea,Estadio Azteca,Mexico City,Mexico,2026-06-24,21:00 ET,CAF,60.0,Hugo Broos,AFC,25.0,Hong Myung-bo,5db7e33c-74f6-4465-b455-16b5ca72c2b3,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
B,Group Stage,Canada,Bosnia and Herzegovina,BMO Field,Toronto,Canada,2026-06-12,15:00 ET,CONCACAF,30.0,Jesse Marsch,UEFA,52.0,Sergej Barbarez,2f0f8dcb-0f5a-41d8-958c-fa17d167860a,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
B,Group Stage,Qatar,Switzerland,Lumen Field,Seattle,USA,2026-06-13,15:00 ET,AFC,35.0,Marquez Lopez,UEFA,19.0,Murat Yakin,a2f789cf-aa14-451e-b152-06efdcef1cc7,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
B,Group Stage,Switzerland,Bosnia and Herzegovina,BC Place,Vancouver,Canada,2026-06-18,15:00 ET,UEFA,19.0,Murat Yakin,UEFA,52.0,Sergej Barbarez,74551ddb-01c5-481c-9133-2e097fddd24c,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
B,Group Stage,Canada,Qatar,BC Place,Vancouver,Canada,2026-06-19,18:00 ET,CONCACAF,30.0,Jesse Marsch,AFC,35.0,Marquez Lopez,5c5b8722-3da3-4d90-bf19-eb7e680d9565,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
B,Group Stage,Switzerland,Canada,BC Place,Vancouver,Canada,2026-06-24,18:00 ET,UEFA,19.0,Murat Yakin,CONCACAF,30.0,Jesse Marsch,b90b645f-b4a3-4e77-870a-3d1f5a3aa294,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
B,Group Stage,Bosnia and Herzegovina,Qatar,BMO Field,Toronto,Canada,2026-06-24,18:00 ET,UEFA,52.0,Sergej Barbarez,AFC,35.0,Marquez Lopez,291b4ab7-4515-4325-a0e2-07c39f0ec548,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
C,Group Stage,Brazil,Morocco,MetLife Stadium,East Rutherford,USA,2026-06-13,18:00 ET,CONMEBOL,6.0,Dorival Júnior,CAF,8.0,Walid Regragui,99dca15c-a7cb-4655-9679-80db654eb83c,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
C,Group Stage,Haiti,Scotland,Gillette Stadium,Foxborough,USA,2026-06-13,21:00 ET,CONCACAF,83.0,Marc Collat,UEFA,47.0,Steve Clarke,1f7f6cb9-fe48-4141-8417-9797f10b2115,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
C,Group Stage,Brazil,Scotland,MetLife Stadium,East Rutherford,USA,2026-06-19,21:00 ET,CONMEBOL,6.0,Dorival Júnior,UEFA,47.0,Steve Clarke,10fdd8fc-57e0-4d10-ae52-0c751e83b5b3,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
C,Group Stage,Morocco,Haiti,MetLife Stadium,East Rutherford,USA,2026-06-19,21:00 ET,CAF,8.0,Walid Regragui,CONCACAF,83.0,Marc Collat,655d9fb0-9595-4ed3-92b3-6a2e0006218a,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
C,Group Stage,Scotland,Brazil,Gillette Stadium,Foxborough,USA,2026-06-24,21:00 ET,UEFA,47.0,Steve Clarke,CONMEBOL,6.0,Dorival Júnior,d461e170-26c1-43f7-95ee-46e680702115,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
C,Group Stage,Morocco,Haiti,Gillette Stadium,Foxborough,USA,2026-06-24,21:00 ET,CAF,8.0,Walid Regragui,CONCACAF,83.0,Marc Collat,44ac84c4-ffa7-4e0b-9073-1ceed99fcdbc,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
D,Group Stage,USA,Paraguay,SoFi Stadium,Inglewood,USA,2026-06-12,21:00 ET,CONCACAF,16.0,Mauricio Pochettino,CONMEBOL,64.0,Gustavo Alfaro,0214803d-b674-49d3-a049-dba1e55696ad,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
D,Group Stage,Australia,Türkiye,MetLife Stadium,East Rutherford,USA,2026-06-13,12:00 ET,AFC,26.0,Tony Popovic,UEFA,42.0,Vincenzo Montella,e8142b24-9a00-43eb-a713-ddebb3180112,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
D,Group Stage,USA,Australia,Lincoln Financial Field,Philadelphia,USA,2026-06-19,15:00 ET,CONCACAF,16.0,Mauricio Pochettino,AFC,26.0,Tony Popovic,4b47e18b-b7c7-4a81-827c-a6fb4b84d761,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
D,Group Stage,Türkiye,Paraguay,MetLife Stadium,East Rutherford,USA,2026-06-20,00:00 ET,UEFA,42.0,Vincenzo Montella,CONMEBOL,64.0,Gustavo Alfaro,6b19a5e1-f41e-4336-9082-d561d9cd4aa6,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
D,Group Stage,Türkiye,USA,AT&T Stadium,Arlington,USA,2026-06-25,21:00 ET,UEFA,42.0,Vincenzo Montella,CONCACAF,16.0,Mauricio Pochettino,d94a4b74-ed8f-40d3-a95a-fc69999646ff,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
D,Group Stage,Paraguay,Australia,AT&T Stadium,Arlington,USA,2026-06-25,21:00 ET,CONMEBOL,64.0,Gustavo Alfaro,AFC,26.0,Tony Popovic,42eaf418-386f-4260-b00a-1cbb9bbeb958,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
E,Group Stage,Germany,Curaçao,NRG Stadium,Houston,USA,2026-06-14,13:00 ET,UEFA,10.0,Julian Nagelsmann,CONCACAF,81.0,Dick Advocaat,737da431-3994-492a-bf2c-d045a0c72365,2026-07-21T09:12:38.653842,wc_2026_fixtures.csv,CSV,manual__2026-07-21T09:12:34.325294+00:00
