edition,year,player,country,position,goals,assists,penalties,matches_played,host,team_result,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1,1930,Guillermo Stábile,Argentina,FW,8,0,0,4,Uruguay,Champions,5cbd5ec2-426c-453e-a273-6ae0f7206fdb,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
2,1934,Oldřich Nejedlý,Czechoslovakia,FW,5,0,0,4,Italy,Semi-final,00f88944-ac6c-4d5b-b3cd-1cf7fcbceeaf,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
3,1938,Leônidas,Brazil,FW,7,0,0,5,France,Third place,1f05c3a4-dc4f-4b0a-abf4-67796b28fe91,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
4,1950,Ademir,Brazil,FW,8,0,0,6,Brazil,Runner-up,6a24f842-7cbb-4464-97ef-d98a37104da5,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
5,1954,Sándor Kocsis,Hungary,FW,11,0,0,5,Switzerland,Runner-up,74520311-78ec-4158-87b6-8f264c270fbf,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
6,1958,Just Fontaine,France,FW,13,0,0,6,Sweden,Third place,b73e2d9e-633c-4de1-9b09-1c05f985e67a,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
7,1962,Multiple Winners,Multiple,FW,4,0,0,6,Chile,Varies,a3dc9ff8-d641-40a2-ae81-98eed820ae3a,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
8,1966,Eusébio,Portugal,FW,9,0,0,6,England,Third place,9f170a63-d61d-49e4-8635-e4a0167aec25,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
9,1970,Gerd Müller,West Germany,FW,10,0,0,6,Mexico,Third place,fcd02c1e-30e7-4159-9a6f-3a99083a38be,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
10,1974,Grzegorz Lato,Poland,FW,7,0,0,7,West Germany,Third place,81107454-8ef7-4d0f-857a-5845acef9fc1,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
11,1978,Mario Kempes,Argentina,FW,6,0,0,7,Argentina,Champions,6a573bf6-11eb-43bd-b2a0-7523a0df773c,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
12,1982,Paolo Rossi,Italy,FW,6,0,0,7,Spain,Champions,edb4dfc5-de0b-4231-97df-597e31353d6f,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
13,1986,Gary Lineker,England,FW,6,0,0,5,Mexico,Quarter-final,57b3d0bf-8d2a-4b64-bcf6-f873f84783e7,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
14,1990,Salvatore Schillaci,Italy,FW,6,0,0,7,Italy,Third place,1a20c1ec-337e-48b2-a8ee-51afb7158062,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
15,1994,Hristo Stoichkov,Bulgaria,FW,6,0,0,6,United States,Semi-final,49db60ae-28bb-4aec-8e2b-92016c541cd5,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
16,1998,Davor Šuker,Croatia,FW,6,0,0,6,France,Third place,a9372745-0eae-40d4-9cee-4ecff1e7422f,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
17,2002,Ronaldo,Brazil,FW,8,0,0,7,South Korea/Japan,Champions,d5c1295e-4030-4d47-9a58-84b31f661181,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
18,2006,Miroslav Klose,Germany,FW,5,0,0,7,Germany,Third place,4fd26030-48f9-4df9-add4-4fa579e9739e,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
19,2010,Thomas Müller,Germany,FW,5,3,0,6,South Africa,Third place,fb12c39c-1d40-4a34-9fa4-b57ab41df77d,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
20,2014,James Rodríguez,Colombia,FW,6,2,0,5,Brazil,Quarter-final,84440e92-a505-44c8-ad86-52da709d012c,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
21,2018,Harry Kane,England,FW,6,0,0,6,Russia,Fourth place,5d56a3dd-8a1a-4610-a577-a200a5c46f5f,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
22,2022,Kylian Mbappé,France,FW,8,2,0,7,Qatar,Runner-up,b5df5ab0-b5ee-4967-a70a-83868fff7416,2026-07-21T06:01:00.667404,wc_top_scorers.json,JSON,manual__2026-07-21T06:00:57.461792+00:00
