year,stage,team1,score1,score2,team2,venue,city,country,date,notes,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1930,Group Stage,France,4,1,Mexico,Estadio Centenario,Montevideo,Uruguay,1930-07-13,First ever WC match,90d17477-1aa5-4476-95f0-b201bc29e503,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Group Stage,USA,3,0,Belgium,Estadio Centenario,Montevideo,Uruguay,1930-07-13,nan,858a60dc-326c-4ec4-a7d3-07730f890877,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Group Stage,Yugoslavia,2,1,Brazil,Estadio Centenario,Montevideo,Uruguay,1930-07-14,nan,76a7b13a-da7b-4195-948c-3420ea7a08bb,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Group Stage,Uruguay,1,0,Peru,Estadio Centenario,Montevideo,Uruguay,1930-07-18,nan,33fe7e4b-5076-48e0-a393-1aea4ab9a974,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Group Stage,Argentina,6,3,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,6e54bffa-bcf1-4f6e-b0bc-25d630141d3d,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Semi-final,Uruguay,6,1,Yugoslavia,Estadio Centenario,Montevideo,Uruguay,1930-07-27,nan,0973446e-fca8-4a83-98d2-ac12b1b2a655,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Semi-final,Argentina,6,1,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,99629bc5-5a4c-498c-bf17-357e002b2ec1,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1930,Final,Uruguay,4,2,Argentina,Estadio Centenario,Montevideo,Uruguay,1930-07-30,First WC Final,92871603-6e25-4817-bc2f-401aded3ed6b,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,Round of 16,Italy,7,1,USA,PNF Stadium,Rome,Italy,1934-05-27,nan,07ede85d-0e94-4bd4-9215-1196c2fda11e,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,Round of 16,Germany,5,2,Belgium,PNF Stadium,Florence,Italy,1934-05-27,nan,c36af566-45a1-4e87-a85c-f415b6b002ac,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,Quarter-final,Italy,1,1,Spain,PNF Stadium,Florence,Italy,1934-05-31,AET - replay,18b7864f-4c41-4c54-bed6-cb0b50eca7f9,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,Semi-final,Italy,1,0,Austria,San Siro,Milan,Italy,1934-06-03,nan,30342c0e-825c-44df-b88b-354fc39caf9b,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,Semi-final,Germany,3,1,Sweden,Stadio Bentegodi,Bologna,Italy,1934-06-03,nan,91e7b0e9-013d-4906-bc9e-a00b1398d31a,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,3rd Place,Germany,3,2,Austria,Stadio Bentegodi,Naples,Italy,1934-06-07,nan,06f84dc3-40fb-4411-894e-1a85ac7d6821,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1934,Final,Italy,2,1,Czechoslovakia,PNF Stadium,Rome,Italy,1934-06-10,AET,5bf015c3-1b8a-4bcc-b7bf-9fdd1ee0766f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,Round of 16,Brazil,6,5,Poland,Stade de la Meinau,Strasbourg,France,1938-06-05,AET - 11 goals!,0c348feb-3d28-4d4d-9f00-e9c8eee3025d,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,Round of 16,Italy,2,1,Norway,Stade de Gerland,Lyon,France,1938-06-05,AET,cdd94eed-7c30-458c-b892-12f03499f9eb,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,Quarter-final,Brazil,1,1,Czechoslovakia,Stade de la Meinau,Bordeaux,France,1938-06-12,Replay,1b322207-9f6b-43ef-a4b2-4de87f4459b3,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,Semi-final,Italy,2,1,Brazil,Stade de Colombes,Paris,France,1938-06-16,nan,29214967-bcec-4ad7-a03a-551ac47e03fa,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,Semi-final,Hungary,5,1,Sweden,Stade Olympique,Paris,France,1938-06-16,nan,e1db5caf-81d2-4e02-b162-cac4edf53017,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,3rd Place,Brazil,4,2,Sweden,Stade de Bordeaux,Bordeaux,France,1938-06-19,nan,42f6435d-04d7-4b43-9785-66f2813aa615,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1938,Final,Italy,4,2,Hungary,Stade de Colombes,Paris,France,1938-06-19,nan,98968939-1e2b-4167-b116-dc07bf3c5148,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1950,Group Stage,Brazil,4,0,Mexico,Estádio do Maracanã,Rio de Janeiro,Brazil,1950-06-24,nan,6c8980ef-202d-4b0e-bf61-9437425b75c9,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1950,Group Stage,England,0,1,USA,Estádio Independência,Belo Horizonte,Brazil,1950-06-29,Greatest WC upset ever,48c1f3ae-ae10-409d-b5f0-4275ebcf3f49,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1950,Final Round,Brazil,7,1,Sweden,Estádio do Maracanã,Rio de Janeiro,Brazil,1950-07-09,nan,6c759c70-88cf-4737-8b7f-5b9ee3f6da07,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1950,Final Round,Uruguay,3,2,Sweden,Estádio do Maracanã,São Paulo,Brazil,1950-07-09,nan,6f5a7a58-a07b-45ab-b8fb-5b0eb843736d,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1950,Final Round,Uruguay,2,1,Brazil,Estádio do Maracanã,Rio de Janeiro,Brazil,1950-07-16,Maracanazo,f83c6e36-17d7-4465-b86d-59e4acf4baaf,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,Group Stage,Hungary,9,0,South Korea,Hardturm,Zürich,Switzerland,1954-06-17,nan,60fb1b8e-94c4-4bdb-b974-53e40e3f9c5f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,Group Stage,West Germany,3,8,Hungary,Wankdorf,Bern,Switzerland,1954-06-20,nan,7c865b3c-9575-496d-8924-0c8846d479e9,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,Quarter-final,Austria,7,5,Switzerland,Hardturm,Lausanne,Switzerland,1954-06-26,Highest scoring WC match ever,6d7e640e-2294-47d1-aac0-b405d199259f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,Semi-final,West Germany,6,1,Austria,Wankdorf,Basel,Switzerland,1954-06-30,nan,a10c72aa-f27c-4e30-a39e-65267032a948,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,Semi-final,Hungary,4,2,Uruguay,Stade Olympique,Lausanne,Switzerland,1954-06-30,nan,43312165-05d0-458a-ae54-4406dec0fa3f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,3rd Place,Austria,3,1,Uruguay,Hardturm,Zürich,Switzerland,1954-07-03,nan,ca0ef5c7-ebc8-496e-99f7-9f71f152f757,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1954,Final,West Germany,3,2,Hungary,Wankdorf,Bern,Switzerland,1954-07-04,Miracle of Bern,0ff9db6a-ab3f-4c0b-b3ce-27f2e948c05b,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,Group Stage,Brazil,3,0,Austria,Ryavallen,Borås,Sweden,1958-06-08,nan,cef91915-53af-4459-a973-57817b58072f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,Group Stage,France,7,3,Paraguay,Idrottsparken,Norrköping,Sweden,1958-06-08,Fontaine hat-trick,f1873416-e76b-4acf-800b-36ea1a05d8b4,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,Quarter-final,France,4,0,Northern Ireland,Ullevi,Gothenburg,Sweden,1958-06-19,nan,9c33749e-5b62-4380-a6fd-2db8366e9957,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,Semi-final,Brazil,5,2,France,Ullevi,Gothenburg,Sweden,1958-06-24,nan,7e7a69ba-68d0-487e-a160-f15bffd7c5f0,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,Semi-final,Sweden,3,1,West Germany,Ullevi,Gothenburg,Sweden,1958-06-24,nan,6bfe71db-3bb5-415b-b0a5-228e6db09f1a,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,3rd Place,France,6,3,West Germany,Ullevi,Gothenburg,Sweden,1958-06-28,Fontaine scores 4,6b199224-7676-4dfd-b2ad-a3470b751352,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1958,Final,Brazil,5,2,Sweden,Råsunda,Stockholm,Sweden,1958-06-29,Pelé scores 2 at 17,b8e47012-c0bd-4eec-93c8-1929c309564f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,Group Stage,Soviet Union,2,0,Yugoslavia,Estadio El Teniente,Rancagua,Chile,1962-05-31,nan,d1d3e0f7-85e1-455a-a4e4-7c45265760a4,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,Group Stage,Italy,0,0,Chile,Estadio Nacional,Santiago,Chile,1962-06-02,Battle of Santiago,7fd63f9e-33dd-4cb2-99f7-3c4949743016,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,Quarter-final,Brazil,3,1,England,Estadio Sausalito,Viña del Mar,Chile,1962-06-10,nan,3cccf398-97fe-49be-a4bd-8e3a9f20653b,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,Semi-final,Brazil,4,2,Chile,Estadio Nacional,Santiago,Chile,1962-06-13,nan,8f66a542-3c50-492d-8dbf-48e324ec4609,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,Semi-final,Czechoslovakia,3,1,Yugoslavia,Estadio El Teniente,Vina del Mar,Chile,1962-06-13,nan,41455513-4530-45f2-bd3d-733926fb3feb,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,3rd Place,Chile,1,0,Yugoslavia,Estadio Nacional,Santiago,Chile,1962-06-16,nan,06502dce-f506-40f0-a57d-7520f97390cf,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1962,Final,Brazil,3,1,Czechoslovakia,Estadio Nacional,Santiago,Chile,1962-06-17,nan,14d7b5de-209a-415e-8195-ccc27ddafb4d,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Group Stage,England,0,0,Uruguay,Wembley,London,England,1966-07-11,nan,2110ae27-1864-4d6c-8c92-62537e7e22b8,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Group Stage,North Korea,1,0,Italy,Ayresome Park,Middlesbrough,England,1966-07-19,Biggest WC upset,cbc2d10f-d56a-447d-ac42-2f739dcdbaf3,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Quarter-final,North Korea,3,5,Portugal,Goodison Park,Liverpool,England,1966-07-23,Eusébio scores 4,a717c219-76c5-40a7-9922-ecc73a3f3cce,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Quarter-final,England,1,0,Argentina,Wembley,London,England,1966-07-23,nan,203d5106-c47f-4dba-ac27-29b4169af8bb,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Semi-final,England,2,1,Portugal,Wembley,London,England,1966-07-26,nan,7837b2fc-cebc-43aa-a2c8-1a4eeb0810e2,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Semi-final,West Germany,2,1,Soviet Union,Goodison Park,Liverpool,England,1966-07-25,nan,7ea50c24-0cef-495c-b82f-d1e909f85712,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,3rd Place,Portugal,2,1,Soviet Union,Wembley,London,England,1966-07-28,nan,9ff96943-3a15-4d3d-bb4b-1865b7af8f5c,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1966,Final,England,4,2,West Germany,Wembley,London,England,1966-07-30,Geoff Hurst hat-trick,51a917c6-e0b0-462a-bfa9-df408d6d4114,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Group Stage,Brazil,4,1,Czechoslovakia,Estadio Jalisco,Guadalajara,Mexico,1970-06-03,nan,e6fdf444-078d-4ce2-b9b2-dfced046dc82,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Group Stage,West Germany,3,10,Bulgaria,Estadio Nou Camp,León,Mexico,1970-06-02,nan,b1547921-de48-452c-b014-50f5428645b9,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Quarter-final,Brazil,4,2,Peru,Estadio Jalisco,Guadalajara,Mexico,1970-06-14,nan,dba2c5a8-e64b-4c25-a0c2-a9519ee738b5,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Quarter-final,West Germany,3,2,England,Estadio Nou Camp,León,Mexico,1970-06-14,AET - England 2-0 up,46ca1774-a1b2-4aaf-b432-e5b408e1a0c5,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Semi-final,Italy,4,3,West Germany,Estadio Azteca,Mexico City,Mexico,1970-06-17,Game of the Century AET,20dcaad3-5d0c-4d92-93d2-f076d2e992f7,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Semi-final,Brazil,3,1,Uruguay,Estadio Jalisco,Guadalajara,Mexico,1970-06-17,nan,158f87d2-7f3b-4827-b7f5-e66a1cab36ad,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,3rd Place,West Germany,1,0,Uruguay,Estadio Azteca,Mexico City,Mexico,1970-06-20,nan,4cd1b0ae-99e1-4afc-ac57-0635c2dbb871,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1970,Final,Brazil,4,1,Italy,Estadio Azteca,Mexico City,Mexico,1970-06-21,Brazil keep the Jules Rimet,698a8f83-9981-45f0-9915-8dd23e65877e,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1974,Group Stage,East Germany,1,0,West Germany,Volksparkstadion,Hamburg,West Germany,1974-06-22,Only time they met,ef959cf1-8c22-45ea-9519-b0e8f986a09f,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1974,Group Stage,Brazil,0,0,Yugoslavia,Olympiastadion,Berlin,West Germany,1974-06-18,nan,7874120a-f89a-4713-9fb9-07aa8f894307,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1974,Semi-final Round,Netherlands,2,0,Brazil,Westfalenstadion,Dortmund,West Germany,1974-07-03,nan,27d2282f-46cc-4bbd-9973-2256b3aa1045,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1974,Semi-final Round,West Germany,1,0,Poland,Olympiastadion,Frankfurt,West Germany,1974-07-03,nan,bf302f4d-517d-4517-a316-8c9f124e0751,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1974,3rd Place,Poland,1,0,Brazil,Olympiastadion,Munich,West Germany,1974-07-06,nan,ee0b6d29-67de-4874-a32d-c3f2fc282310,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1974,Final,West Germany,2,1,Netherlands,Olympiastadion,Munich,West Germany,1974-07-07,nan,6defb15e-5e71-4bcb-bf62-f2ac9a293228,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
1978,Group Stage,Argentina,2,1,Hungary,El Monumental,Buenos Aires,Argentina,1978-06-02,nan,282542f9-301a-4346-a73c-dfbabdf351f5,2026-07-26T06:43:09.355753,wc_all_matches.csv,CSV,manual__2026-07-26T06:42:55.423278+00:00
