year,stage,team1,score1,score2,team2,venue,city,country,date,notes,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1930,Group Stage,France,4,1,Mexico,Estadio Centenario,Montevideo,Uruguay,1930-07-13,First ever WC match,74983345-1ebe-4de9-ae78-ea35e369bfdd,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Group Stage,USA,3,0,Belgium,Estadio Centenario,Montevideo,Uruguay,1930-07-13,nan,a4787f8c-dc2b-4838-b525-e0d64cc191d5,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Group Stage,Yugoslavia,2,1,Brazil,Estadio Centenario,Montevideo,Uruguay,1930-07-14,nan,4e714a91-b9cf-4c10-be9e-172fba136595,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Group Stage,Uruguay,1,0,Peru,Estadio Centenario,Montevideo,Uruguay,1930-07-18,nan,b193bf69-e84b-4d54-813f-23f214c25958,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Group Stage,Argentina,6,3,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,713c14c1-15d3-4183-8143-558f8a42bbc0,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Semi-final,Uruguay,6,1,Yugoslavia,Estadio Centenario,Montevideo,Uruguay,1930-07-27,nan,71683081-3bb9-4a1d-b1d7-f5aec9c45b59,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Semi-final,Argentina,6,1,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,762aa8e5-5f2a-4ff8-9a78-56945351e826,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1930,Final,Uruguay,4,2,Argentina,Estadio Centenario,Montevideo,Uruguay,1930-07-30,First WC Final,b01aa65e-1a68-4d39-9e2a-1db01d661ea0,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1934,Round of 16,Italy,7,1,USA,PNF Stadium,Rome,Italy,1934-05-27,nan,0eed7dcb-13eb-440a-9241-a15e5df10a50,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1934,Round of 16,Germany,5,2,Belgium,PNF Stadium,Florence,Italy,1934-05-27,nan,86bed5e2-a57d-4435-abc5-d2fcb87ff4cc,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1934,Quarter-final,Italy,1,1,Spain,PNF Stadium,Florence,Italy,1934-05-31,AET - replay,4f6fc2db-e516-47c4-92fd-0a9a5dcc427a,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
1934,Semi-final,Italy,1,0,Austria,San Siro,Milan,Italy,1934-06-03,nan,df8e19dd-75c0-49e5-bf59-68607936b06e,2026-07-21T08:47:20.294873,wc_all_matches.csv,CSV,manual__2026-07-21T08:47:09.179617+00:00
