year,stage,team1,score1,score2,team2,venue,city,country,date,notes,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1930,Group Stage,France,4,1,Mexico,Estadio Centenario,Montevideo,Uruguay,1930-07-13,First ever WC match,73de4ba4-20ab-4da0-81ad-76629304ff30,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Group Stage,USA,3,0,Belgium,Estadio Centenario,Montevideo,Uruguay,1930-07-13,nan,4eac64ab-f7e0-49ba-82c4-ddf68f31fd70,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Group Stage,Yugoslavia,2,1,Brazil,Estadio Centenario,Montevideo,Uruguay,1930-07-14,nan,4bafed17-bed4-4754-929a-53f9f92bd0eb,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Group Stage,Uruguay,1,0,Peru,Estadio Centenario,Montevideo,Uruguay,1930-07-18,nan,1f70fbf2-80f3-45e8-a8d5-eb790e0372db,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Group Stage,Argentina,6,3,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,f5fca66f-dcf8-46d5-a5ec-4811c57b5784,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Semi-final,Uruguay,6,1,Yugoslavia,Estadio Centenario,Montevideo,Uruguay,1930-07-27,nan,cef44265-7224-4028-8c7b-aa3918d39af0,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Semi-final,Argentina,6,1,USA,Estadio Centenario,Montevideo,Uruguay,1930-07-26,nan,2493cff1-ef13-4e2f-ade1-41b9cbdc85d8,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1930,Final,Uruguay,4,2,Argentina,Estadio Centenario,Montevideo,Uruguay,1930-07-30,First WC Final,71a6dbe2-9c3a-457f-b7be-b10793f67913,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,Round of 16,Italy,7,1,USA,PNF Stadium,Rome,Italy,1934-05-27,nan,be88d5e4-6bd5-4989-adda-956e24eb26ac,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,Round of 16,Germany,5,2,Belgium,PNF Stadium,Florence,Italy,1934-05-27,nan,6eb230af-6ed7-4771-afd3-130d1ad0c0a7,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,Quarter-final,Italy,1,1,Spain,PNF Stadium,Florence,Italy,1934-05-31,AET - replay,c8a91208-fc41-485e-86b1-0ff6fca0afdf,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,Semi-final,Italy,1,0,Austria,San Siro,Milan,Italy,1934-06-03,nan,48561247-8d6f-4837-a579-9fea8292763a,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,Semi-final,Germany,3,1,Sweden,Stadio Bentegodi,Bologna,Italy,1934-06-03,nan,674168e6-ea71-42bb-83cb-00bc9248d7d7,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,3rd Place,Germany,3,2,Austria,Stadio Bentegodi,Naples,Italy,1934-06-07,nan,50d70a28-df9d-4769-9f8a-d383e42f28ad,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1934,Final,Italy,2,1,Czechoslovakia,PNF Stadium,Rome,Italy,1934-06-10,AET,d6329d10-64c9-433d-a7aa-bc561b849d78,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1938,Round of 16,Brazil,6,5,Poland,Stade de la Meinau,Strasbourg,France,1938-06-05,AET - 11 goals!,c3086baf-dba7-437b-8f10-8563244647a1,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1938,Round of 16,Italy,2,1,Norway,Stade de Gerland,Lyon,France,1938-06-05,AET,de0518a4-f21b-4308-b344-19715af8854c,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
1938,Quarter-final,Brazil,1,1,Czechoslovakia,Stade de la Meinau,Bordeaux,France,1938-06-12,Replay,3146cc8d-4994-4e1f-9ce3-b69031a010f4,2026-08-16T07:42:32.798639,wc_all_matches.csv,CSV,manual__2026-08-16T07:42:22.266543+00:00
