team,group,confederation,fifa_rank,coach,best_wc_result,debut_2026,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
Mexico,A,CONCACAF,15,Javier Aguirre,"Quarter-finals (1970,1986)",No,c620805e-81fd-45ca-a599-54ba4c75dfc4,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
South Africa,A,CAF,60,Hugo Broos,"Group stage (1998,2002,2010)",No,dd564e0e-439c-487e-b13a-831f69968d46,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
South Korea,A,AFC,25,Hong Myung-bo,Semi-finals (2002),No,0823665c-68cc-45af-a2a2-041c8dfd18aa,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Czechia,A,UEFA,41,Ivan Hasek,"Runner-up (1934,1962)",No,4abbc81e-3001-440a-9448-bab93b1f9671,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Canada,B,CONCACAF,30,Jesse Marsch,"Group stage (1986,2022)",No,afb9adbb-7aaa-4fae-af30-c72645acdbb6,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Switzerland,B,UEFA,19,Murat Yakin,"Quarter-finals (1934,1938,1954)",No,41283391-0f66-4f97-baff-5fbddbb25c1b,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Qatar,B,AFC,35,Marquez Lopez,Group stage (2022),No,ca3f2e18-da39-4c5a-aecb-03fba0b856d2,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Bosnia and Herzegovina,B,UEFA,52,Sergej Barbarez,Group stage (2014),No,2cef14a9-806e-4ee8-a3c9-0cc7ff3e76ee,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Brazil,C,CONMEBOL,6,Dorival Júnior,"Winners (1958,1962,1970,1994,2002)",No,8c730899-723d-4d87-b46d-ba07a39bef4c,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Morocco,C,CAF,8,Walid Regragui,Semi-finals (2022),No,49ae7a8d-579a-4e93-9209-eaf171e11eaa,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Haiti,C,CONCACAF,83,Marc Collat,Group stage (1974),No,6645f82b-f98f-4867-9920-cd679e41d18d,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Scotland,C,UEFA,47,Steve Clarke,Group stage (multiple),No,4ee34106-645e-4565-a7f2-36dbddaecc56,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
USA,D,CONCACAF,16,Mauricio Pochettino,Third place (1930),No,18a0079f-8180-45cb-a7c3-c834a6005442,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Paraguay,D,CONMEBOL,64,Gustavo Alfaro,Quarter-finals (2010),No,1653bffc-0911-4594-9802-7a222ba6bd02,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Australia,D,AFC,26,Tony Popovic,"Round of 16 (2006,2022)",No,c05275b7-5316-44eb-9d16-80fd3288fa4e,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Türkiye,D,UEFA,42,Vincenzo Montella,Third place (2002),No,a697fae2-cab2-4f28-8d8d-7d38b79d0eb1,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Germany,E,UEFA,10,Julian Nagelsmann,"Winners (1954,1974,1990,2014)",No,f94935c4-c539-49db-acb5-4fddc46807ec,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Curaçao,E,CONCACAF,81,Dick Advocaat,First appearance,Yes,dd89e16f-f0a3-4bf3-816c-74ca04dcbe50,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Ivory Coast,E,CAF,33,Emerse Faé,"Group stage (2006,2010,2014)",No,7786e6a5-fcb1-4786-8a15-1804c1344718,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Ecuador,E,CONMEBOL,24,Sebastián Beccacece,Round of 16 (2006),No,ebedbabe-af51-4dea-90da-790c0e05d602,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Netherlands,F,UEFA,7,Ronald Koeman,"Runner-up (1974,1978,2010)",No,213bf3bc-992a-452e-9dba-c57296cc0b7f,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Japan,F,AFC,18,Hajime Moriyasu,"Round of 16 (2002,2010,2018,2022)",No,abc798a1-59df-4ec6-be15-3331257d405b,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Sweden,F,UEFA,39,Jon Dahl Tomasson,Runner-up (1958),No,afe63a5a-5165-48a7-bdcb-0f137f9fdc0e,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Tunisia,F,CAF,40,Faouzi Benzarti,Group stage (6 apps),No,3cb14c4e-4d26-483d-8398-7983cf7b7ff4,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Belgium,G,UEFA,9,Domenico Tedesco,Semi-finals (2018),No,8b773ebb-6121-4460-9aae-762ce2a66ab5,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Egypt,G,CAF,29,Hossam El-Badry,Round of 16 (1934),No,b2fad9dd-3c5a-4e79-9dae-e66cef636022,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Iran,G,AFC,21,Amir Ghalenoei,Group stage (6 apps),No,a7ff85f4-d288-4aef-9877-1e9479a97ace,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
New Zealand,G,OFC,95,Darren Bazeley,"Group stage (1982,2010)",No,d115507d-5d4e-48bb-90a7-bbeefa06e080,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Spain,H,UEFA,2,Luis de la Fuente,Winners (2010),No,1538f202-7845-4bf4-8339-edf89a976d69,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Cape Verde,H,CAF,70,Pedro Brito,First appearance,Yes,ea01e736-d14f-4a5b-bb54-3c76902828b5,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
Saudi Arabia,H,AFC,57,Roberto Mancini,Round of 16 (1994),No,f9b062e0-3e0b-4fd0-a20f-baa68f27ed6b,2026-07-28T05:03:00.621902,wc_2026_teams.json,JSON,manual__2026-07-28T05:02:53.729063+00:00
